ID,tid,confirmed_planet
7778,TIC 353854310,0
7779,TIC 65416038,1
7780,TIC 353855033,0
7781,TIC 219380235,1
7782,TIC 353855166,0
7783,TIC 244161191,1
7784,TIC 353855077,0
7785,TIC 339961200,1
7786,TIC 353872814,0
7787,TIC 302895996,1
7788,TIC 353855388,0
7789,TIC 353872908,0
7790,TIC 353871287,0
7791,TIC 353877355,0
7792,TIC 312221462,1
7793,TIC 353875121,0
7794,TIC 339672028,1
7795,TIC 353879559,0
7796,TIC 423670610,1
7797,TIC 353894953,0
7798,TIC 248391319,1
7799,TIC 353894978,0
7800,TIC 32283946,1
7801,TIC 353895246,0
7802,TIC 149389419,1
7803,TIC 353895571,0
7804,TIC 353895896,0
7805,TIC 258796169,1
7806,TIC 353895848,0
7807,TIC 353896471,0
7808,TIC 146282666,1
7809,TIC 353896754,0
7810,TIC 269558487,1
7811,TIC 353897791,0
7812,TIC 270355392,1
7813,TIC 353933706,0
7814,TIC 42054565,1
7815,TIC 353897292,0
7816,TIC 294324819,1
7817,TIC 353897895,0
7818,TIC 353934991,0
7819,TIC 120896927,1
7820,TIC 353934800,0
7821,TIC 149539158,1
7822,TIC 353936253,0
7823,TIC 244170332,1
7824,TIC 353937502,0
7825,TIC 72668830,1
7826,TIC 353937916,0
7827,TIC 120916706,1
7828,TIC 353938213,0
7829,TIC 353939279,0
7830,TIC 287776397,1
7831,TIC 353939490,0
7832,TIC 306263608,1
7833,TIC 353987913,0
7834,TIC 353988778,0
7835,TIC 353991318,0
7836,TIC 318836983,1
7837,TIC 353990274,0
7838,TIC 91555165,1
7839,TIC 353990298,0
7840,TIC 142019343,1
7841,TIC 353989471,0
7842,TIC 29918916,1
7843,TIC 353992875,0
7844,TIC 353992253,0
7845,TIC 353993444,0
7846,TIC 353993196,0
7847,TIC 354034565,0
7848,TIC 354034884,0
7849,TIC 70513361,1
7850,TIC 354080295,0
7851,TIC 364395234,1
7852,TIC 354068549,0
7853,TIC 54002556,1
7854,TIC 354079880,0
7855,TIC 150151262,1
7856,TIC 354081207,0
7857,TIC 345450130,1
7858,TIC 354087595,0
7859,TIC 354081189,0
7860,TIC 153078576,1
7861,TIC 356110643,0
7862,TIC 350299588,1
7863,TIC 356822524,0
7864,TIC 176780257,1
7865,TIC 356823639,0
7866,TIC 356823839,0
7867,TIC 353367071,1
7868,TIC 353475866,1
7869,TIC 356823267,0
7870,TIC 122613513,1
7871,TIC 356824045,0
7872,TIC 358253047,1
7873,TIC 356868204,0
7874,TIC 375223080,1
7875,TIC 356868485,0
7876,TIC 460205581,1
7877,TIC 356892348,0
7878,TIC 461271719,1
7879,TIC 356893337,0
7880,TIC 248092710,1
7881,TIC 356893758,0
7882,TIC 362249359,1
7883,TIC 356891370,0
7884,TIC 356894208,0
7885,TIC 385624852,1
7886,TIC 356896550,0
7887,TIC 248111245,1
7888,TIC 356894839,0
7889,TIC 359271092,1
7890,TIC 356896561,0
7891,TIC 104024556,1
7892,TIC 61988212,1
7893,TIC 356917090,0
7894,TIC 447061717,1
7895,TIC 31852980,1
7896,TIC 356918384,0
7897,TIC 73228647,1
7898,TIC 356920361,0
7899,TIC 220029715,1
7900,TIC 356975793,0
7901,TIC 162246865,1
7902,TIC 356976911,0
7903,TIC 361413119,1
7904,TIC 356977884,0
7905,TIC 466840711,1
7906,TIC 178819686,1
7907,TIC 253132689,1
7908,TIC 356980424,0
7909,TIC 309787037,1
7910,TIC 357031733,0
7911,TIC 357031563,0
7912,TIC 371188886,1
7913,TIC 357031585,0
7914,TIC 248075138,1
7915,TIC 357033739,0
7916,TIC 363260203,1
7917,TIC 357034990,0
7918,TIC 357035841,0
7919,TIC 89535068,1
7920,TIC 357036318,0
7921,TIC 356453768,1
7922,TIC 357036834,0
7923,TIC 357045197,0
7924,TIC 73717937,1
7925,TIC 357045189,0
7926,TIC 357047278,0
7927,TIC 308034948,1
7928,TIC 357048281,0
7929,TIC 370745311,1
7930,TIC 357048961,0
7931,TIC 125405602,1
7932,TIC 357049753,0
7933,TIC 165827520,1
7934,TIC 357096223,0
7935,TIC 367366318,1
7936,TIC 357097047,0
7937,TIC 357099486,0
7938,TIC 357100797,0
7939,TIC 357099943,0
7940,TIC 357100662,0
7941,TIC 380886535,1
7942,TIC 357099972,0
7943,TIC 357128174,0
7944,TIC 357128937,0
7945,TIC 451645081,1
7946,TIC 303364023,1
7947,TIC 357129208,0
7948,TIC 357527102,0
7949,TIC 357527401,0
7950,TIC 294301883,1
7951,TIC 357596668,0
7952,TIC 357527549,0
7953,TIC 267414551,1
7954,TIC 357685727,0
7955,TIC 447283466,1
7956,TIC 357685868,0
7957,TIC 72504017,1
7958,TIC 357687420,0
7959,TIC 437333618,1
7960,TIC 359312913,0
7961,TIC 281979481,1
7962,TIC 360020668,0
7963,TIC 399144800,1
7964,TIC 360020775,0
7965,TIC 405700729,1
7966,TIC 362131531,0
7967,TIC 362132072,0
7968,TIC 362132871,0
7969,TIC 362226923,0
7970,TIC 388816604,1
7971,TIC 309402106,1
7972,TIC 362256688,0
7973,TIC 304142124,1
7974,TIC 362227254,0
7975,TIC 73649615,1
7976,TIC 362259855,0
7977,TIC 428699140,1
7978,TIC 362259953,0
7979,TIC 334305570,1
7980,TIC 362260993,0
7981,TIC 453789494,1
7982,TIC 364075630,0
7983,TIC 398912927,1
7984,TIC 364075572,0
7985,TIC 399967279,1
7986,TIC 364075921,0
7987,TIC 375225453,1
7988,TIC 364116848,0
7989,TIC 364116747,0
7990,TIC 180991313,1
7991,TIC 364116673,0
7992,TIC 364116821,0
7993,TIC 364122244,0
7994,TIC 408114363,1
7995,TIC 366518456,0
7996,TIC 192790476,1
7997,TIC 366559455,0
7998,TIC 141527579,1
7999,TIC 366561246,0
8000,TIC 404421005,1
8001,TIC 366580207,0
8002,TIC 55525572,1
8003,TIC 366642024,0
8004,TIC 320079492,1
8005,TIC 371855447,0
8006,TIC 372686001,0
8007,TIC 277697921,1
8008,TIC 376847347,0
8009,TIC 376847584,0
8010,TIC 376848173,0
8011,TIC 376867447,0
8012,TIC 382188882,1
8013,TIC 376867702,0
8014,TIC 82707763,1
8015,TIC 376867898,0
8016,TIC 376867808,0
8017,TIC 360286627,1
8018,TIC 376870007,0
8019,TIC 58463434,1
8020,TIC 376871173,0
8021,TIC 467666275,1
8022,TIC 376870296,0
8023,TIC 61538902,1
8024,TIC 376871934,0
8025,TIC 376883924,0
8026,TIC 149349867,1
8027,TIC 376883820,0
8028,TIC 376883641,0
8029,TIC 376883672,0
8030,TIC 376925298,0
8031,TIC 152563846,1
8032,TIC 383622502,0
8033,TIC 140687214,1
8034,TIC 383622780,0
8035,TIC 414922696,1
8036,TIC 383623094,0
8037,TIC 415399713,1
8038,TIC 383622752,0
8039,TIC 416739490,1
8040,TIC 383645658,0
8041,TIC 383645680,0
8042,TIC 422655579,1
8043,TIC 383645991,0
8044,TIC 383646396,0
8045,TIC 304042899,1
8046,TIC 383646884,0
8047,TIC 383647149,0
8048,TIC 408137826,1
8049,TIC 383647032,0
8050,TIC 33521996,1
8051,TIC 383648448,0
8052,TIC 423360793,1
8053,TIC 383647416,0
8054,TIC 383647561,0
8055,TIC 383673150,0
8056,TIC 286813592,1
8057,TIC 383647463,0
8058,TIC 290036495,1
8059,TIC 383673617,0
8060,TIC 335630746,1
8061,TIC 383673264,0
8062,TIC 374095457,1
8063,TIC 383674574,0
8064,TIC 323132914,1
8065,TIC 383676271,0
8066,TIC 1528696,1
8067,TIC 383676981,0
8068,TIC 434234955,1
8069,TIC 435339847,1
8070,TIC 389916225,0
8071,TIC 162362398,1
8072,TIC 389915503,0
8073,TIC 389916741,0
8074,TIC 219345200,1
8075,TIC 389917517,0
8076,TIC 389963071,0
8077,TIC 32830028,1
8078,TIC 389969870,0
8079,TIC 365690646,1
8080,TIC 389969880,0
8081,TIC 389970259,0
8082,TIC 436873727,1
8083,TIC 393893712,0
8084,TIC 393893813,0
8085,TIC 355800238,1
8086,TIC 393894294,0
8087,TIC 70887357,1
8088,TIC 393895277,0
8089,TIC 393895924,0
8090,TIC 460984940,1
8091,TIC 393897109,0
8092,TIC 93125144,1
8093,TIC 393897115,0
8094,TIC 393897331,0
8095,TIC 320417762,1
8096,TIC 393897338,0
8097,TIC 320536216,1
8098,TIC 393910716,0
8099,TIC 281924357,1
8100,TIC 393910871,0
8101,TIC 394121909,0
8102,TIC 394121998,0
8103,TIC 5966772,1
8104,TIC 394122669,0
8105,TIC 394123805,0
8106,TIC 394123884,0
8107,TIC 394130313,0
8108,TIC 399963991,0
8109,TIC 402442878,0
8110,TIC 402448457,0
8111,TIC 402659713,0
8112,TIC 332064670,1
8113,TIC 403329682,0
8114,TIC 334482103,1
8115,TIC 406855226,0
8116,TIC 453260209,1
8117,TIC 406855227,0
8118,TIC 275384718,1
8119,TIC 406856680,0
8120,TIC 243200602,1
8121,TIC 406855774,0
8122,TIC 78055054,1
8123,TIC 416193165,0
8124,TIC 143350972,1
8125,TIC 437984134,1
8126,TIC 416193425,0
8127,TIC 231736113,1
8128,TIC 416541598,0
8129,TIC 416541816,0
8130,TIC 416575512,0
8131,TIC 349582831,1
8132,TIC 416542969,0
8133,TIC 416576209,0
8134,TIC 272167060,1
8135,TIC 416575784,0
8136,TIC 287563610,1
8137,TIC 416576225,0
8138,TIC 242083025,1
8139,TIC 416576379,0
8140,TIC 393414358,1
8141,TIC 416576405,0
8142,TIC 24358417,1
8143,TIC 416576389,0
8144,TIC 416590789,0
8145,TIC 469212332,1
8146,TIC 416576682,0
8147,TIC 410450228,1
8148,TIC 416591135,0
8149,TIC 416591590,0
8150,TIC 416592196,0
8151,TIC 161156159,1
8152,TIC 416592684,0
8153,TIC 178709444,1
8154,TIC 416593394,0
8155,TIC 417119505,0
8156,TIC 366410512,1
8157,TIC 417119819,0
8158,TIC 366443426,1
8159,TIC 417119788,0
8160,TIC 366443576,1
8161,TIC 417699845,0
8162,TIC 366484980,1
8163,TIC 417700238,0
8164,TIC 417948310,0
8165,TIC 366568760,1
8166,TIC 417948339,0
8167,TIC 366576758,1
8168,TIC 420107753,0
8169,TIC 366622912,1
8170,TIC 420108623,0
8171,TIC 366631954,1
8172,TIC 420108194,0
8173,TIC 219388773,1
8174,TIC 420108609,0
8175,TIC 420108639,0
8176,TIC 5868998,1
8177,TIC 72985822,1
8178,TIC 420111264,0
8179,TIC 98957720,1
8180,TIC 420109324,0
8181,TIC 420112255,0
8182,TIC 371210825,1
8183,TIC 420110967,0
8184,TIC 143143769,1
8185,TIC 420112302,0
8186,TIC 438490744,1
8187,TIC 420113561,0
8188,TIC 189013224,1
8189,TIC 420113351,0
8190,TIC 181159386,1
8191,TIC 420112610,0
8192,TIC 420114700,0
8193,TIC 420114776,0
8194,TIC 318828309,1
8195,TIC 420114772,0
8196,TIC 341186896,1
8197,TIC 420129277,0
8198,TIC 387690507,1
8199,TIC 420130101,0
8200,TIC 420130591,0
8201,TIC 420132624,0
8202,TIC 77156829,1
8203,TIC 420137030,0
8204,TIC 238932509,1
8205,TIC 50618703,1
8206,TIC 420137203,0
8207,TIC 219164808,1
8208,TIC 420137341,0
8209,TIC 219344917,1
8210,TIC 420174173,0
8211,TIC 142378043,1
8212,TIC 420175617,0
8213,TIC 130924120,1
8214,TIC 420176656,0
8215,TIC 146520535,1
8216,TIC 422989882,0
8217,TIC 117979850,1
8218,TIC 422989921,0
8219,TIC 67782629,1
8220,TIC 422990441,0
8221,TIC 277634430,1
8222,TIC 422990425,0
8223,TIC 423024785,0
8224,TIC 229811538,1
8225,TIC 424390417,0
8226,TIC 363914762,1
8227,TIC 424438094,0
8228,TIC 424439178,0
8229,TIC 424438735,0
8230,TIC 296780789,1
8231,TIC 341729521,1
8232,TIC 424439938,0
8233,TIC 165317334,1
8234,TIC 424440068,0
8235,TIC 424439943,0
8236,TIC 424461085,0
8237,TIC 400595342,1
8238,TIC 424463349,0
8239,TIC 339857675,1
8240,TIC 424463576,0
8241,TIC 456862677,1
8242,TIC 445840930,0
8243,TIC 436637677,1
8244,TIC 446174007,0
8245,TIC 446175339,0
8246,TIC 446175401,0
8247,TIC 131743355,1
8248,TIC 446175986,0
8249,TIC 410094645,1
8250,TIC 446176303,0
8251,TIC 446176339,0
8252,TIC 308050066,1
8253,TIC 458453935,0
8254,TIC 126797048,1
8255,TIC 459221889,0
8256,TIC 14344979,1
8257,TIC 459222132,0
8258,TIC 344926234,1
8259,TIC 471015213,0
8260,TIC 467783290,1
8261,TIC 471015215,0
8262,TIC 468880077,1
8263,TIC 296737508,1
8264,TIC 438073782,1
8265,TIC 950417061,0
8266,TIC 440777904,1
8267,TIC 950440822,0
8268,TIC 348755723,1
8269,TIC 950481154,0
8270,TIC 384549882,1
8271,TIC 950485139,0
8272,TIC 169226822,1
8273,TIC 950500185,0
8274,TIC 107018378,1
8275,TIC 102192004,1
8276,TIC 162922904,1
8277,TIC 15445551,1
8278,TIC 59859387,1
8279,TIC 167905035,1
8280,TIC 281731203,1
8281,TIC 1001166180,0
8282,TIC 56662591,1
8283,TIC 238374636,1
8284,TIC 458589703,1
8285,TIC 468979441,1
8286,TIC 468981993,1
8287,TIC 468983280,1
8288,TIC 468987719,1
8289,TIC 1133072,1
8290,TIC 36734222,1
8291,TIC 182943944,1
8292,TIC 126733133,1
8293,TIC 80682484,1
8294,TIC 439610306,1
8295,TIC 1551465780,0
8296,TIC 372913430,1
8297,TIC 1551446685,0
8298,TIC 357536526,1
8299,TIC 388624270,1
8300,TIC 134200185,1
8301,TIC 307849973,1
8302,TIC 309257814,1
8303,TIC 1551555236,0
8304,TIC 33831980,1
8305,TIC 280206394,1
8306,TIC 11561667,1
8307,TIC 1551660228,0
8308,TIC 308994098,1
8309,TIC 11521555,1
8310,TIC 118956453,1
8311,TIC 1551695271,0
8312,TIC 260647166,1
8313,TIC 429295277,1
8314,TIC 444842193,1
8315,TIC 457939414,1
8316,TIC 342167886,1
8317,TIC 1718054365,0
8318,TIC 286132427,1
8319,TIC 1718104730,0
8320,TIC 377064495,1
8321,TIC 382980571,1
8322,TIC 342314656,1
8323,TIC 224309297,0
8324,TIC 238086647,1
8325,TIC 224309299,0
8326,TIC 255685030,1
8327,TIC 224309836,0
8328,TIC 398943781,1
8329,TIC 224310887,0
8330,TIC 224311477,0
8331,TIC 306996324,1
8332,TIC 224311887,0
8333,TIC 224312054,0
8334,TIC 262746281,1
8335,TIC 400786146,1
8336,TIC 118084044,1
8337,TIC 1718203434,0
8338,TIC 131081852,1
8339,TIC 162695785,1
8340,TIC 34068865,1
8341,TIC 1718264579,0
8342,TIC 48476908,1
8343,TIC 131419878,1
8344,TIC 124573851,1
8345,TIC 224312065,0
8346,TIC 224312774,0
8347,TIC 270507305,1
8348,TIC 224312808,0
8349,TIC 258917846,1
8350,TIC 224312880,0
8351,TIC 286865921,1
8352,TIC 224313451,0
8353,TIC 286864983,1
8354,TIC 229538763,0
8355,TIC 101395259,1
8356,TIC 1884461150,0
8357,TIC 315002523,1
8358,TIC 238542895,1
8359,TIC 437329044,1
8360,TIC 445586472,1
8361,TIC 229540459,0
8362,TIC 269400980,1
8363,TIC 229540499,0
8364,TIC 268644785,1
8365,TIC 229547286,0
8366,TIC 467281353,1
8367,TIC 229547908,0
8368,TIC 404340025,1
8369,TIC 229553174,0
8370,TIC 229553083,0
8371,TIC 229553363,0
8372,TIC 229654022,0
8373,TIC 462162948,1
8374,TIC 229654593,0
8375,TIC 229655906,0
8376,TIC 230053314,0
8377,TIC 453464017,1
8378,TIC 230053199,0
8379,TIC 123482865,1
8380,TIC 230054250,0
8381,TIC 284288080,1
8382,TIC 230054606,0
8383,TIC 332657786,1
8384,TIC 118339710,1
8385,TIC 230055873,0
8386,TIC 230055625,0
8387,TIC 180989820,1
8388,TIC 230055931,0
8389,TIC 33716474,1
8390,TIC 230056000,0
8391,TIC 143994283,1
8392,TIC 74534430,1
8393,TIC 230057605,0
8394,TIC 269728501,1
8395,TIC 230058777,0
8396,TIC 423275733,1
8397,TIC 230058912,0
8398,TIC 146776480,1
8399,TIC 184952758,1
8400,TIC 230059026,0
8401,TIC 90448944,1
8402,TIC 230059745,0
8403,TIC 48103627,1
8404,TIC 230059952,0
8405,TIC 341420329,1
8406,TIC 230059993,0
8407,TIC 408416746,1
8408,TIC 230060618,0
8409,TIC 144956678,1
8410,TIC 230060667,0
8411,TIC 30122649,1
8412,TIC 230061010,0
8413,TIC 180987952,1
8414,TIC 230061067,0
8415,TIC 297967252,1
8416,TIC 230061396,0
8417,TIC 373424049,1
8418,TIC 230061881,0
8419,TIC 119081096,1
8420,TIC 230062495,0
8421,TIC 37575651,1
8422,TIC 230063697,0
8423,TIC 388898854,1
8424,TIC 230063769,0
8425,TIC 413248763,1
8426,TIC 230064636,0
8427,TIC 334632624,1
8428,TIC 230065377,0
8429,TIC 133334108,1
8430,TIC 458589703,1
8431,TIC 230065619,0
8432,TIC 410245915,1
8433,TIC 230065962,0
8434,TIC 445586472,1
8435,TIC 230065987,0
8436,TIC 146244533,1
8437,TIC 230066096,0
8438,TIC 145982812,1
8439,TIC 230066201,0
8440,TIC 33153766,1
8441,TIC 230196704,0
8442,TIC 230197161,0
8443,TIC 341729521,1
8444,TIC 230197527,0
8445,TIC 78154865,1
8446,TIC 230199605,0
8447,TIC 74482749,1
8448,TIC 230199859,0
8449,TIC 80275202,1
8450,TIC 230200297,0
8451,TIC 384549882,1
8452,TIC 230200897,0
8453,TIC 341186896,1
8454,TIC 230200871,0
8455,TIC 96097215,1
8456,TIC 230201090,0
8457,TIC 287474726,1
8458,TIC 230201456,0
8459,TIC 309787037,1
8460,TIC 230201538,0
8461,TIC 232535880,0
8462,TIC 101497191,1
8463,TIC 232537437,0
8464,TIC 90448944,1
8465,TIC 232537907,0
8466,TIC 286132427,1
8467,TIC 232537994,0
8468,TIC 304021498,1
8469,TIC 232538287,0
8470,TIC 127315102,1
8471,TIC 232538327,0
8472,TIC 453464017,1
8473,TIC 232538421,0
8474,TIC 369864738,1
8475,TIC 232538464,0
8476,TIC 292202337,1
8477,TIC 232538650,0
8478,TIC 125739286,1
8479,TIC 370745311,1
8480,TIC 232538889,0
8481,TIC 440887364,1
8482,TIC 232538945,0
8483,TIC 232539420,0
8484,TIC 253132689,1
8485,TIC 232539576,0
8486,TIC 232540069,0
8487,TIC 314724818,1
8488,TIC 232539656,0
8489,TIC 232540641,0
8490,TIC 232540911,0
8491,TIC 193413306,1
8492,TIC 232541545,0
8493,TIC 27649847,1
8494,TIC 232543289,0
8495,TIC 34986694,1
8496,TIC 232563914,0
8497,TIC 35009898,1
8498,TIC 232564158,0
8499,TIC 232966497,0
8500,TIC 232966780,0
8501,TIC 232966859,0
8502,TIC 276128561,1
8503,TIC 232968565,0
8504,TIC 190271688,1
8505,TIC 232972051,0
8506,TIC 359357695,1
8507,TIC 232972481,0
8508,TIC 232972652,0
8509,TIC 232975904,0
8510,TIC 53189332,1
8511,TIC 232976426,0
8512,TIC 232976461,0
8513,TIC 232977459,0
8514,TIC 232977683,0
8515,TIC 360156606,1
8516,TIC 232977742,0
8517,TIC 232977898,0
8518,TIC 232978060,0
8519,TIC 391949880,1
8520,TIC 232978557,0
8521,TIC 287156968,1
8522,TIC 232978692,0
8523,TIC 219208037,1
8524,TIC 232979046,0
8525,TIC 166527623,1
8526,TIC 232979162,0
8527,TIC 232979174,0
8528,TIC 127530399,1
8529,TIC 232979446,0
8530,TIC 379717270,1
8531,TIC 232980528,0
8532,TIC 88114177,1
8533,TIC 232980902,0
8534,TIC 91987762,1
8535,TIC 233168390,0
8536,TIC 233169301,0
8537,TIC 233169495,0
8538,TIC 136274063,1
8539,TIC 233169599,0
8540,TIC 158978373,1
8541,TIC 233170098,0
8542,TIC 323295479,1
8543,TIC 233170203,0
8544,TIC 233170475,0
8545,TIC 271169413,1
8546,TIC 233170727,0
8547,TIC 233171489,0
8548,TIC 261136679,1
8549,TIC 233171680,0
8550,TIC 233171697,0
8551,TIC 7413227,1
8552,TIC 233171806,0
8553,TIC 233172572,0
8554,TIC 233174125,0
8555,TIC 360630575,1
8556,TIC 233174582,0
8557,TIC 334911765,1
8558,TIC 233174989,0
8559,TIC 233175505,0
8560,TIC 233175616,0
8561,TIC 233175970,0
8562,TIC 242120884,1
8563,TIC 233176305,0
8564,TIC 233176455,0
8565,TIC 240148934,1
8566,TIC 233176655,0
8567,TIC 166184426,1
8568,TIC 233176871,0
8569,TIC 233176858,0
8570,TIC 394509844,1
8571,TIC 233176962,0
8572,TIC 387079085,1
8573,TIC 233177285,0
8574,TIC 233177694,0
8575,TIC 233177710,0
8576,TIC 327663613,1
8577,TIC 233178386,0
8578,TIC 233178629,0
8579,TIC 242536549,1
8580,TIC 233178665,0
8581,TIC 302895996,1
8582,TIC 233178802,0
8583,TIC 66818296,1
8584,TIC 233179152,0
8585,TIC 233179923,0
8586,TIC 308073360,1
8587,TIC 233180076,0
8588,TIC 233181101,0
8589,TIC 233181327,0
8590,TIC 233181580,0
8591,TIC 193413306,1
8592,TIC 233181627,0
8593,TIC 357536526,1
8594,TIC 233183878,0
8595,TIC 233183970,0
8596,TIC 233184200,0
8597,TIC 127793615,1
8598,TIC 233184437,0
8599,TIC 233185588,0
8600,TIC 438295981,1
8601,TIC 233185673,0
8602,TIC 233186015,0
8603,TIC 162922904,1
8604,TIC 233186332,0
8605,TIC 439610306,1
8606,TIC 233188453,0
8607,TIC 233188560,0
8608,TIC 233189161,0
8609,TIC 54044474,1
8610,TIC 233189639,0
8611,TIC 233189854,0
8612,TIC 457939414,1
8613,TIC 233189864,0
8614,TIC 233190759,0
8615,TIC 233191043,0
8616,TIC 375225453,1
8617,TIC 233191135,0
8618,TIC 233191977,0
8619,TIC 233191979,0
8620,TIC 233192601,0
8621,TIC 23650642,1
8622,TIC 235557370,0
8623,TIC 29117085,1
8624,TIC 235556345,0
8625,TIC 29169215,1
8626,TIC 235560396,0
8627,TIC 39699648,1
8628,TIC 235559977,0
8629,TIC 53427308,1
8630,TIC 235562490,0
8631,TIC 67926921,1
8632,TIC 235560478,0
8633,TIC 235563959,0
8634,TIC 71396541,1
8635,TIC 235562906,0
8636,TIC 235564220,0
8637,TIC 165885558,1
8638,TIC 235564196,0
8639,TIC 192014454,1
8640,TIC 235568228,0
8641,TIC 232967666,1
8642,TIC 236711428,0
8643,TIC 384744828,1
8644,TIC 236713189,0
8645,TIC 236712670,0
8646,TIC 426077080,1
8647,TIC 236713351,0
8648,TIC 295541511,1
8649,TIC 236712539,0
8650,TIC 162246865,1
8651,TIC 310981412,1
8652,TIC 241268164,0
8653,TIC 318209162,1
8654,TIC 241268680,0
8655,TIC 353498819,1
8656,TIC 241269241,0
8657,TIC 393251073,1
8658,TIC 241270346,0
8659,TIC 457138169,1
8660,TIC 241270505,0
8661,TIC 343648136,1
8662,TIC 243248889,0
8663,TIC 54085154,1
8664,TIC 243248327,0
8665,TIC 255804671,0
8666,TIC 48103627,1
8667,TIC 255806138,0
8668,TIC 255805343,0
8669,TIC 89535068,1
8670,TIC 255805918,0
8671,TIC 144956678,1
8672,TIC 255806530,0
8673,TIC 255806249,0
8674,TIC 229141709,1
8675,TIC 255807088,0
8676,TIC 238374636,1
8677,TIC 255806359,0
8678,TIC 255807337,0
8679,TIC 182943944,1
8680,TIC 255808270,0
8681,TIC 147660201,1
8682,TIC 255808511,0
8683,TIC 143994283,1
8684,TIC 255808618,0
8685,TIC 30122649,1
8686,TIC 255829495,0
8687,TIC 98753307,1
8688,TIC 255828903,0
8689,TIC 356453768,1
8690,TIC 256980643,0
8691,TIC 400595342,1
8692,TIC 256980751,0
8693,TIC 373424049,1
8694,TIC 257001661,0
8695,TIC 445822015,1
8696,TIC 257001617,0
8697,TIC 388624270,1
8698,TIC 257003409,0
8699,TIC 16288184,1
8700,TIC 257003249,0
8701,TIC 261258875,1
8702,TIC 257003755,0
8703,TIC 305424003,1
8704,TIC 257003774,0
8705,TIC 360630575,1
8706,TIC 257004358,0
8707,TIC 363260203,1
8708,TIC 257004904,0
8709,TIC 257004906,0
8710,TIC 7548817,1
8711,TIC 257004973,0
8712,TIC 8516795,1
8713,TIC 257022681,0
8714,TIC 257023157,0
8715,TIC 21755546,1
8716,TIC 257023250,0
8717,TIC 257023838,0
8718,TIC 23059280,1
8719,TIC 257047338,0
8720,TIC 23229805,1
8721,TIC 257046956,0
8722,TIC 23389848,1
8723,TIC 257047431,0
8724,TIC 257047932,0
8725,TIC 257046812,0
8726,TIC 26547036,1
8727,TIC 257048637,0
8728,TIC 26880783,1
8729,TIC 257048923,0
8730,TIC 27534138,1
8731,TIC 257048696,0
8732,TIC 257049193,0
8733,TIC 27769688,1
8734,TIC 257063470,0
8735,TIC 27848472,1
8736,TIC 257062911,0
8737,TIC 30329585,1
8738,TIC 257080896,0
8739,TIC 48031665,1
8740,TIC 257079903,0
8741,TIC 48353358,1
8742,TIC 257081848,0
8743,TIC 257081609,0
8744,TIC 48448369,1
8745,TIC 257080774,0
8746,TIC 257088768,0
8747,TIC 262913503,0
8748,TIC 48506505,1
8749,TIC 270491162,0
8750,TIC 270491761,0
8751,TIC 270491231,0
8752,TIC 270491667,0
8753,TIC 69068526,1
8754,TIC 270491865,0
8755,TIC 69679391,1
8756,TIC 270492219,0
8757,TIC 69997672,1
8758,TIC 270493110,0
8759,TIC 71268730,1
8760,TIC 270493842,0
8761,TIC 71347873,1
8762,TIC 270494308,0
8763,TIC 73560357,1
8764,TIC 272615711,0
8765,TIC 272635875,0
8766,TIC 75878355,1
8767,TIC 272636637,0
8768,TIC 272669737,0
8769,TIC 76419763,1
8770,TIC 272669723,0
8771,TIC 88992642,1
8772,TIC 272650576,0
8773,TIC 90504905,1
8774,TIC 272671328,0
8775,TIC 92677094,1
8776,TIC 272671522,0
8777,TIC 272672455,0
8778,TIC 103605399,1
8779,TIC 272671697,0
8780,TIC 103633672,1
8781,TIC 272672557,0
8782,TIC 103633434,1
8783,TIC 272678898,0
8784,TIC 103751498,1
8785,TIC 272679869,0
8786,TIC 110428269,1
8787,TIC 272702062,0
8788,TIC 272701692,0
8789,TIC 116048097,1
8790,TIC 272704126,0
8791,TIC 116242971,1
8792,TIC 272702958,0
8793,TIC 116264089,1
8794,TIC 272680526,0
8795,TIC 120255950,1
8796,TIC 272705043,0
8797,TIC 120317234,1
8798,TIC 272704948,0
8799,TIC 120826158,1
8800,TIC 272703569,0
8801,TIC 272704551,0
8802,TIC 120757718,1
8803,TIC 272745642,0
8804,TIC 120960812,1
8805,TIC 272745733,0
8806,TIC 272745924,0
8807,TIC 121731834,1
8808,TIC 272746450,0
8809,TIC 122220263,1
8810,TIC 272746339,0
8811,TIC 272747791,0
8812,TIC 122375047,1
8813,TIC 272747860,0
8814,TIC 272748292,0
8815,TIC 272748562,0
8816,TIC 272748141,0
8817,TIC 123357864,1
8818,TIC 272748732,0
8819,TIC 272748882,0
8820,TIC 272750988,0
8821,TIC 137151335,1
8822,TIC 272751211,0
8823,TIC 272750970,0
8824,TIC 137500798,1
8825,TIC 272759465,0
8826,TIC 282856426,0
8827,TIC 282855338,0
8828,TIC 282855411,0
8829,TIC 138168780,1
8830,TIC 282921148,0
8831,TIC 282920830,0
8832,TIC 282921792,0
8833,TIC 138361973,1
8834,TIC 282922131,0
8835,TIC 282922299,0
8836,TIC 141488193,1
8837,TIC 282922301,0
8838,TIC 141522677,1
8839,TIC 282922882,0
8840,TIC 142117976,1
8841,TIC 282923290,0
8842,TIC 142090065,1
8843,TIC 282923395,0
8844,TIC 142748283,1
8845,TIC 282923325,0
8846,TIC 147561732,1
8847,TIC 282923907,0
8848,TIC 147576037,1
8849,TIC 282924193,0
8850,TIC 147923561,1
8851,TIC 282924296,0
8852,TIC 147950620,1
